id,name,age,city,salary,department,performance_score,join_date
1801,Grace,53,Phoenix,68549,Marketing,4.23,2019-12-06
1802,Eva,64,San Diego,65761,HR,3.08,2019-12-07
1803,Charlie,26,San Diego,43262,Support,3.9,2019-12-08
1804,Helen,49,New York,91259,Support,2.47,2019-12-09
1805,Eva,28,San Diego,112572,Marketing,1.15,2019-12-10
1806,Charlie,25,Los Angeles,93472,Sales,4.62,2019-12-11
1807,David,50,Houston,44677,HR,1.51,2019-12-12
1808,Eva,40,Houston,113508,HR,4.79,2019-12-13
1809,David,42,San Diego,90617,Sales,3.29,2019-12-14
1810,Bob,25,New York,58595,Sales,2.22,2019-12-15
1811,Bob,62,Phoenix,100148,Sales,2.98,2019-12-16
1812,Alice,39,Los Angeles,86926,Support,3.01,2019-12-17
1813,Grace,21,New York,115271,Marketing,1.09,2019-12-18
1814,Eva,57,Phoenix,74457,Sales,2.42,2019-12-19
1815,David,20,Los Angeles,82531,Marketing,3.96,2019-12-20
1816,Charlie,46,San Diego,113263,IT,3.04,2019-12-21
1817,Bob,58,Houston,113300,HR,1.98,2019-12-22
1818,Grace,46,Los Angeles,103171,HR,2.34,2019-12-23
1819,Bob,51,San Diego,85771,Finance,4.45,2019-12-24
1820,Charlie,51,Dallas,106354,IT,3.1,2019-12-25
1821,Grace,45,Chicago,77289,Sales,3.11,2019-12-26
1822,Grace,30,Los Angeles,73892,Sales,4.85,2019-12-27
1823,David,32,Chicago,111196,Support,2.28,2019-12-28
1824,David,40,Los Angeles,78409,IT,2.92,2019-12-29
1825,Eva,61,Chicago,74470,Sales,4.25,2019-12-30
1826,Eva,43,Dallas,58385,Finance,4.04,2019-12-31
1827,Frank,21,Houston,63296,Marketing,2.06,2020-01-01
1828,Helen,43,Phoenix,101716,HR,1.6,2020-01-02
1829,Frank,57,Chicago,66382,IT,3.8,2020-01-03
1830,Alice,26,Dallas,116675,HR,2.03,2020-01-04
1831,Bob,22,Chicago,62419,Marketing,4.69,2020-01-05
1832,Eva,49,Houston,79291,IT,1.52,2020-01-06
1833,David,37,Chicago,52397,Marketing,2.27,2020-01-07
1834,Charlie,28,Dallas,97888,Sales,1.22,2020-01-08
1835,David,32,San Diego,75169,Sales,3.81,2020-01-09
1836,Bob,49,Dallas,102182,Sales,4.57,2020-01-10
1837,Frank,45,New York,82249,Marketing,3.54,2020-01-11
1838,David,39,Houston,68341,Marketing,4.75,2020-01-12
1839,Helen,58,San Diego,115603,Marketing,1.51,2020-01-13
1840,Alice,34,New York,86144,HR,1.35,2020-01-14
1841,Bob,43,Houston,101772,Marketing,4.35,2020-01-15
1842,Frank,61,San Diego,119360,Sales,4.42,2020-01-16
1843,Helen,24,Chicago,53444,Finance,4.32,2020-01-17
1844,Charlie,59,San Diego,85647,Marketing,4.2,2020-01-18
1845,Frank,43,Dallas,50974,Finance,2.45,2020-01-19
1846,Grace,42,New York,78383,Sales,1.87,2020-01-20
1847,Helen,27,Chicago,42956,Marketing,4.72,2020-01-21
1848,Helen,62,Dallas,48077,HR,2.23,2020-01-22
1849,Alice,36,Houston,76490,HR,2.59,2020-01-23
1850,Bob,28,San Diego,95612,Finance,3.8,2020-01-24
1851,Charlie,30,Dallas,76159,Support,2.17,2020-01-25
1852,Alice,25,Chicago,79710,HR,4.28,2020-01-26
1853,Frank,57,New York,53806,HR,1.28,2020-01-27
1854,Alice,21,New York,118345,HR,4.16,2020-01-28
1855,Helen,64,San Diego,46458,Sales,3.41,2020-01-29
1856,Bob,48,Dallas,75524,HR,3.29,2020-01-30
1857,Eva,45,Chicago,46853,IT,2.83,2020-01-31
1858,Alice,28,Los Angeles,80477,Marketing,2.11,2020-02-01
1859,Grace,60,Houston,72222,HR,2.86,2020-02-02
1860,Alice,18,Houston,58320,Support,2.8,2020-02-03
1861,Frank,64,Chicago,92243,Support,3.34,2020-02-04
1862,Frank,55,Los Angeles,85615,HR,2.13,2020-02-05
1863,Charlie,41,New York,57352,HR,1.31,2020-02-06
1864,Frank,64,San Diego,112833,IT,1.58,2020-02-07
1865,David,48,Phoenix,43203,HR,3.8,2020-02-08
1866,Bob,58,Phoenix,79267,HR,1.09,2020-02-09
1867,Bob,63,San Diego,77941,Marketing,4.43,2020-02-10
1868,Eva,43,Chicago,65368,Support,3.78,2020-02-11
1869,Eva,22,Los Angeles,117186,IT,4.07,2020-02-12
1870,Bob,37,Los Angeles,70984,Support,4.34,2020-02-13
1871,Grace,58,Houston,81941,IT,1.49,2020-02-14
1872,Eva,28,New York,112918,Support,4.29,2020-02-15
1873,Charlie,50,Dallas,92683,HR,3.02,2020-02-16
1874,Frank,55,Los Angeles,40801,Support,4.54,2020-02-17
1875,Bob,44,San Diego,87965,Support,4.55,2020-02-18
1876,Helen,51,Dallas,49969,IT,1.1,2020-02-19
1877,Eva,32,Phoenix,75969,Finance,2.53,2020-02-20
1878,Bob,49,Dallas,72449,IT,3.11,2020-02-21
1879,David,38,New York,65705,IT,3.71,2020-02-22
1880,Alice,63,San Diego,100303,IT,2.14,2020-02-23
1881,Frank,22,New York,68363,Sales,2.01,2020-02-24
1882,Bob,23,Dallas,70720,Sales,2.53,2020-02-25
1883,Alice,55,Chicago,49972,Sales,3.0,2020-02-26
1884,Eva,39,Los Angeles,73351,IT,4.8,2020-02-27
1885,Alice,35,San Diego,76145,Finance,4.05,2020-02-28
1886,Frank,31,Chicago,96235,IT,2.72,2020-02-29
1887,Bob,27,Dallas,54855,HR,1.22,2020-03-01
1888,David,63,Los Angeles,76169,Finance,1.67,2020-03-02
1889,Grace,30,Houston,86404,Sales,2.82,2020-03-03
1890,Eva,48,Chicago,59569,Support,4.26,2020-03-04
1891,Bob,47,Chicago,94437,Support,2.52,2020-03-05
1892,Frank,20,Dallas,88506,Marketing,3.15,2020-03-06
1893,Eva,47,Phoenix,65738,Finance,4.57,2020-03-07
1894,Charlie,23,Dallas,46772,Sales,4.66,2020-03-08
1895,Alice,46,Chicago,59731,Finance,1.86,2020-03-09
1896,Grace,25,Los Angeles,50131,Finance,1.17,2020-03-10
1897,Frank,61,Phoenix,106324,Support,2.22,2020-03-11
1898,Charlie,62,Dallas,94097,IT,3.78,2020-03-12
1899,Helen,60,San Diego,42889,HR,4.8,2020-03-13
1900,Bob,61,Dallas,49569,Marketing,1.31,2020-03-14
1901,David,50,Chicago,115677,Sales,1.11,2020-03-15
1902,Eva,34,Chicago,117470,Finance,4.54,2020-03-16
1903,Alice,28,Houston,47612,Marketing,3.99,2020-03-17
1904,Eva,30,Dallas,91644,Finance,4.97,2020-03-18
1905,Grace,28,Chicago,72069,Support,2.59,2020-03-19
1906,Bob,48,San Diego,67331,HR,2.66,2020-03-20
1907,Eva,45,New York,95897,Support,1.69,2020-03-21
1908,Alice,61,Phoenix,53934,Marketing,1.46,2020-03-22
1909,Bob,23,New York,50095,Sales,3.31,2020-03-23
1910,Eva,58,Phoenix,58706,Finance,2.46,2020-03-24
1911,David,33,San Diego,83516,HR,1.32,2020-03-25
1912,Frank,21,Dallas,74629,Support,4.55,2020-03-26
1913,Bob,52,Houston,86910,Marketing,1.79,2020-03-27
1914,Frank,43,Chicago,60431,Support,3.99,2020-03-28
1915,Helen,29,Chicago,96733,Finance,2.13,2020-03-29
1916,Bob,28,Chicago,80088,Finance,4.25,2020-03-30
1917,David,54,Dallas,84135,Sales,1.47,2020-03-31
1918,Frank,42,Phoenix,78015,HR,4.02,2020-04-01
1919,Charlie,35,San Diego,71385,IT,1.39,2020-04-02
1920,Alice,36,Chicago,110199,Support,2.79,2020-04-03
1921,Charlie,40,New York,78677,Finance,3.94,2020-04-04
1922,Eva,55,Chicago,52818,Marketing,1.69,2020-04-05
1923,David,35,Dallas,103001,Support,2.14,2020-04-06
1924,Charlie,43,San Diego,63977,Sales,4.46,2020-04-07
1925,Bob,23,Houston,89832,Sales,4.54,2020-04-08
1926,Eva,21,San Diego,80931,Finance,1.18,2020-04-09
1927,Eva,61,New York,118894,Finance,1.67,2020-04-10
1928,Charlie,46,Chicago,112204,Finance,1.47,2020-04-11
1929,Helen,51,Chicago,85784,IT,1.72,2020-04-12
1930,Charlie,34,Los Angeles,49921,Finance,4.88,2020-04-13
1931,Helen,60,Phoenix,74959,Support,3.21,2020-04-14
1932,David,60,New York,72328,Support,2.87,2020-04-15
1933,Alice,33,Los Angeles,48859,HR,4.94,2020-04-16
1934,Charlie,19,San Diego,114408,Marketing,3.23,2020-04-17
1935,Grace,51,Houston,66708,Finance,3.64,2020-04-18
1936,Helen,25,Phoenix,58847,Support,2.33,2020-04-19
1937,Charlie,30,New York,95989,Support,2.53,2020-04-20
1938,Frank,59,Chicago,44922,Support,3.38,2020-04-21
1939,Bob,25,San Diego,109928,IT,1.28,2020-04-22
1940,Grace,47,New York,92335,Marketing,2.02,2020-04-23
1941,Grace,49,Chicago,53541,Sales,1.79,2020-04-24
1942,Helen,53,Phoenix,59551,Support,1.06,2020-04-25
1943,Frank,64,Chicago,59381,Finance,3.15,2020-04-26
1944,Frank,47,Houston,95673,Support,3.24,2020-04-27
1945,Eva,18,San Diego,62948,Marketing,2.54,2020-04-28
1946,Helen,60,Dallas,99072,Sales,2.07,2020-04-29
1947,Alice,56,Chicago,107560,IT,3.61,2020-04-30
1948,Bob,34,Houston,42486,HR,1.54,2020-05-01
1949,David,37,Dallas,106691,Finance,3.07,2020-05-02
1950,Grace,41,San Diego,50082,HR,4.07,2020-05-03
1951,David,39,Phoenix,47086,IT,1.66,2020-05-04
1952,Charlie,46,Phoenix,107853,Marketing,4.01,2020-05-05
1953,Charlie,39,San Diego,110027,Marketing,4.04,2020-05-06
1954,David,61,San Diego,55916,IT,1.24,2020-05-07
1955,Charlie,26,New York,55248,Support,1.08,2020-05-08
1956,Alice,54,Houston,108047,IT,4.9,2020-05-09
1957,Frank,27,Houston,64226,Finance,1.77,2020-05-10
1958,Charlie,53,San Diego,65025,Sales,4.29,2020-05-11
1959,Eva,54,Los Angeles,88380,HR,3.25,2020-05-12
1960,Charlie,45,Los Angeles,47848,HR,2.06,2020-05-13
1961,Bob,45,Dallas,54274,Marketing,1.52,2020-05-14
1962,Alice,59,Dallas,94545,Support,2.99,2020-05-15
1963,Bob,60,Los Angeles,75233,Marketing,2.63,2020-05-16
1964,Bob,38,San Diego,56304,Finance,3.8,2020-05-17
1965,Eva,41,San Diego,51294,IT,4.62,2020-05-18
1966,Alice,59,Dallas,66425,HR,4.22,2020-05-19
1967,Alice,57,Chicago,108711,Finance,2.1,2020-05-20
1968,Helen,19,San Diego,49425,Marketing,4.52,2020-05-21
1969,Alice,25,Los Angeles,84990,Marketing,4.33,2020-05-22
1970,Alice,44,Houston,113746,HR,4.72,2020-05-23
1971,Alice,39,San Diego,108295,Marketing,2.83,2020-05-24
1972,Eva,54,San Diego,56091,Support,4.07,2020-05-25
1973,Charlie,44,Chicago,40002,Marketing,3.37,2020-05-26
1974,Helen,46,Dallas,90411,Sales,2.24,2020-05-27
1975,Bob,20,San Diego,80958,IT,4.98,2020-05-28
1976,Alice,61,Phoenix,60707,Marketing,1.15,2020-05-29
1977,Grace,30,New York,55248,Sales,1.65,2020-05-30
1978,Charlie,62,Los Angeles,111309,Finance,4.57,2020-05-31
1979,Charlie,27,Phoenix,118322,Marketing,1.24,2020-06-01
1980,Bob,53,Dallas,91720,Support,4.55,2020-06-02
1981,Eva,26,Houston,55037,Finance,3.86,2020-06-03
1982,David,44,New York,107421,Marketing,1.15,2020-06-04
1983,David,51,Phoenix,80612,HR,2.72,2020-06-05
1984,Charlie,18,New York,53450,Sales,4.02,2020-06-06
1985,Frank,49,Los Angeles,49491,Sales,3.33,2020-06-07
1986,Frank,42,Dallas,114804,HR,4.74,2020-06-08
1987,Bob,46,San Diego,46791,IT,4.47,2020-06-09
1988,David,24,Houston,68314,Support,2.33,2020-06-10
1989,Charlie,20,Dallas,91883,Sales,1.34,2020-06-11
1990,Eva,37,New York,105629,Finance,4.78,2020-06-12
1991,David,37,Phoenix,49967,Support,3.07,2020-06-13
1992,Charlie,47,Los Angeles,83220,Sales,1.3,2020-06-14
1993,Charlie,52,Los Angeles,114163,IT,4.27,2020-06-15
1994,Alice,52,Dallas,44947,Finance,4.47,2020-06-16
1995,Eva,56,San Diego,79419,Support,3.56,2020-06-17
1996,Alice,44,Phoenix,96131,Finance,2.79,2020-06-18
1997,Bob,43,San Diego,68876,HR,3.65,2020-06-19
1998,Alice,31,San Diego,59971,Marketing,3.83,2020-06-20
1999,Grace,34,Phoenix,102539,HR,4.57,2020-06-21
2000,Alice,35,New York,89228,Support,4.82,2020-06-22
2001,Grace,62,Dallas,114495,Marketing,3.06,2020-06-23
2002,David,46,Dallas,68261,HR,4.19,2020-06-24
2003,Frank,37,Chicago,101260,Marketing,4.86,2020-06-25
2004,Helen,44,Dallas,43346,Sales,1.6,2020-06-26
2005,Helen,35,Los Angeles,96176,Finance,1.07,2020-06-27
2006,Charlie,21,New York,92300,Marketing,4.48,2020-06-28
2007,Helen,18,Phoenix,51340,Sales,1.78,2020-06-29
2008,Grace,18,Dallas,73012,IT,1.17,2020-06-30
2009,Eva,43,New York,75393,HR,1.64,2020-07-01
2010,Alice,62,Dallas,115133,IT,2.54,2020-07-02
2011,Grace,37,Phoenix,65557,Support,1.88,2020-07-03
2012,Eva,40,Houston,104204,Sales,2.22,2020-07-04
2013,Frank,27,Phoenix,113273,IT,4.9,2020-07-05
2014,Helen,28,Phoenix,57276,IT,3.82,2020-07-06
2015,Frank,58,Phoenix,94639,Sales,3.85,2020-07-07
2016,Helen,58,Dallas,47310,Finance,1.38,2020-07-08
2017,Alice,22,Chicago,75167,Marketing,3.93,2020-07-09
2018,Bob,18,Phoenix,50391,Support,3.96,2020-07-10
2019,Alice,34,Los Angeles,90621,Support,3.64,2020-07-11
2020,David,39,Los Angeles,50892,HR,1.91,2020-07-12
2021,Grace,51,New York,116733,Marketing,2.69,2020-07-13
2022,Charlie,62,Chicago,118586,HR,4.39,2020-07-14
2023,Bob,58,New York,76142,Support,3.68,2020-07-15
2024,Alice,46,Los Angeles,85679,Marketing,3.93,2020-07-16
2025,Eva,21,San Diego,81615,IT,3.35,2020-07-17
2026,Bob,22,Los Angeles,87553,Finance,2.8,2020-07-18
2027,Grace,28,Houston,119071,IT,4.04,2020-07-19
2028,Helen,38,Phoenix,81002,Finance,1.27,2020-07-20
2029,Bob,52,San Diego,110658,Sales,3.69,2020-07-21
2030,Helen,29,Los Angeles,49852,HR,4.99,2020-07-22
2031,Grace,43,Dallas,45387,HR,4.12,2020-07-23
2032,Alice,36,Dallas,79994,Sales,2.16,2020-07-24
2033,Grace,62,New York,73725,Marketing,2.11,2020-07-25
2034,Bob,24,San Diego,112682,Sales,3.67,2020-07-26
2035,Eva,64,New York,40560,Support,4.58,2020-07-27
2036,Frank,24,Phoenix,96565,Sales,3.31,2020-07-28
2037,Bob,43,Phoenix,41312,Finance,3.11,2020-07-29
2038,Grace,57,Houston,58205,Support,1.64,2020-07-30
2039,Frank,22,Chicago,51595,Sales,3.86,2020-07-31
2040,Grace,38,New York,61329,HR,3.81,2020-08-01
2041,Eva,31,Phoenix,108187,IT,4.87,2020-08-02
2042,Grace,21,New York,115542,Finance,2.2,2020-08-03
2043,Alice,40,Phoenix,75645,Finance,4.03,2020-08-04
2044,Charlie,59,Los Angeles,109619,Marketing,2.74,2020-08-05
2045,Helen,37,New York,73513,IT,3.23,2020-08-06
2046,Helen,32,Los Angeles,48749,Finance,4.27,2020-08-07
2047,Bob,62,New York,70783,Sales,1.89,2020-08-08
2048,Charlie,46,Chicago,100645,Finance,2.37,2020-08-09
2049,Grace,25,Houston,93175,Finance,4.09,2020-08-10
2050,Eva,58,Dallas,102709,Finance,3.28,2020-08-11
2051,Bob,36,Dallas,57323,Marketing,1.37,2020-08-12
2052,Grace,56,Dallas,90762,Finance,2.72,2020-08-13
2053,Frank,63,Los Angeles,104222,Finance,3.35,2020-08-14
2054,David,45,San Diego,74493,Marketing,4.64,2020-08-15
2055,Grace,63,Phoenix,98328,Support,1.75,2020-08-16
2056,Charlie,44,Dallas,52213,IT,4.22,2020-08-17
2057,Bob,21,Chicago,86930,Support,1.52,2020-08-18
2058,Charlie,32,Dallas,67713,HR,1.97,2020-08-19
2059,Bob,52,New York,112723,Marketing,1.97,2020-08-20
2060,Grace,54,Los Angeles,72583,Marketing,4.51,2020-08-21
2061,Alice,18,San Diego,119944,Finance,1.8,2020-08-22
2062,Frank,20,New York,62369,Finance,4.15,2020-08-23
2063,Grace,64,San Diego,87928,HR,2.85,2020-08-24
2064,Helen,41,New York,108950,Finance,5.0,2020-08-25
2065,Charlie,44,New York,59510,Sales,4.36,2020-08-26
2066,David,57,Houston,52120,Finance,3.96,2020-08-27
2067,David,53,Houston,45295,Finance,4.48,2020-08-28
2068,Eva,51,Phoenix,60460,Sales,3.54,2020-08-29
2069,Bob,46,Los Angeles,54963,HR,4.37,2020-08-30
2070,Charlie,41,Chicago,117116,Sales,2.04,2020-08-31
2071,Eva,41,Chicago,67328,Marketing,1.39,2020-09-01
2072,Charlie,59,Chicago,61605,Sales,3.46,2020-09-02
2073,Helen,21,New York,84813,IT,2.74,2020-09-03
2074,Bob,20,Houston,86371,Marketing,2.71,2020-09-04
2075,Grace,51,Los Angeles,87598,Finance,3.11,2020-09-05
2076,Grace,40,New York,100776,Marketing,2.45,2020-09-06
2077,David,40,San Diego,112258,HR,3.5,2020-09-07
2078,Grace,62,Houston,80969,HR,1.12,2020-09-08
2079,Grace,22,Houston,76912,Sales,4.88,2020-09-09
2080,Helen,48,Dallas,78374,Marketing,4.7,2020-09-10
2081,Alice,58,Dallas,112302,Finance,4.74,2020-09-11
2082,David,23,Los Angeles,102784,HR,2.46,2020-09-12
2083,Eva,54,San Diego,89882,Support,3.13,2020-09-13
2084,Frank,27,Los Angeles,55928,Finance,4.82,2020-09-14
2085,Alice,57,Los Angeles,61274,Support,4.61,2020-09-15
2086,Eva,24,New York,74416,IT,4.16,2020-09-16
2087,Bob,56,Phoenix,100998,Support,2.63,2020-09-17
2088,Alice,55,Los Angeles,69047,HR,3.26,2020-09-18
2089,Helen,38,Dallas,83356,Sales,4.17,2020-09-19
2090,Eva,37,Phoenix,77134,IT,2.09,2020-09-20
2091,Bob,20,New York,107042,Marketing,3.51,2020-09-21
2092,David,39,Phoenix,91310,Finance,4.31,2020-09-22
2093,Frank,64,Chicago,52363,HR,3.83,2020-09-23
2094,Bob,21,San Diego,84563,IT,2.92,2020-09-24
2095,Grace,45,Phoenix,70628,IT,3.34,2020-09-25
2096,Charlie,29,Los Angeles,109672,HR,4.95,2020-09-26
2097,Bob,55,New York,86246,Marketing,3.41,2020-09-27
2098,Bob,53,San Diego,51161,Marketing,4.14,2020-09-28
2099,Frank,64,Los Angeles,42810,Sales,3.91,2020-09-29
2100,Charlie,58,San Diego,99860,Support,3.81,2020-09-30
2101,Grace,22,Dallas,117199,Marketing,3.87,2020-10-01
2102,Eva,30,Chicago,111688,Sales,2.82,2020-10-02
2103,Eva,40,Dallas,105548,Support,2.9,2020-10-03
2104,Bob,47,Los Angeles,102363,IT,2.87,2020-10-04
2105,Helen,54,Los Angeles,51162,HR,1.13,2020-10-05
2106,Helen,42,Los Angeles,113535,Marketing,1.96,2020-10-06
2107,Charlie,44,Houston,47219,Sales,1.62,2020-10-07
2108,Charlie,31,Chicago,110864,IT,4.55,2020-10-08
2109,Grace,64,San Diego,43621,Marketing,2.1,2020-10-09
2110,Frank,53,Los Angeles,84433,Finance,1.55,2020-10-10
2111,David,56,Los Angeles,116850,IT,1.48,2020-10-11
2112,Eva,33,San Diego,106188,Marketing,3.8,2020-10-12
2113,Frank,39,Dallas,94951,IT,1.02,2020-10-13
2114,Alice,38,Dallas,76558,HR,2.89,2020-10-14
2115,Eva,38,Los Angeles,55659,HR,1.48,2020-10-15
2116,Frank,25,New York,74413,HR,4.4,2020-10-16
2117,Eva,33,Houston,50435,Support,4.83,2020-10-17
2118,David,48,Dallas,93911,Finance,4.84,2020-10-18
2119,Alice,59,New York,68067,HR,2.77,2020-10-19
2120,Helen,27,Houston,109224,Finance,3.58,2020-10-20
2121,Helen,49,Los Angeles,113225,HR,3.4,2020-10-21
2122,David,51,Chicago,41379,Support,2.4,2020-10-22
2123,Grace,26,Phoenix,67624,IT,2.78,2020-10-23
2124,Alice,34,Phoenix,97745,Marketing,1.26,2020-10-24
2125,Bob,28,Los Angeles,91805,Marketing,4.18,2020-10-25
2126,Frank,49,Dallas,52516,HR,1.96,2020-10-26
2127,Alice,27,New York,119422,Marketing,2.84,2020-10-27
2128,Grace,39,Chicago,64843,HR,2.92,2020-10-28
2129,Grace,34,San Diego,45912,HR,3.24,2020-10-29
2130,David,21,Houston,61514,Sales,4.27,2020-10-30
2131,Eva,64,Los Angeles,97032,Sales,3.77,2020-10-31
2132,Alice,42,Chicago,68797,Sales,3.65,2020-11-01
2133,Frank,38,Chicago,46449,Finance,3.11,2020-11-02
2134,Alice,54,Dallas,41725,Sales,1.38,2020-11-03
2135,Charlie,55,Houston,49304,HR,2.61,2020-11-04
2136,Eva,18,Chicago,113058,Support,4.83,2020-11-05
2137,Frank,42,Dallas,53663,Support,4.98,2020-11-06
2138,Helen,53,New York,110320,IT,3.92,2020-11-07
2139,Frank,34,Dallas,115008,Sales,1.91,2020-11-08
2140,Bob,58,New York,115591,Support,1.41,2020-11-09
2141,David,41,New York,52676,Sales,2.66,2020-11-10
2142,Bob,19,San Diego,65192,IT,4.43,2020-11-11
2143,Frank,57,San Diego,64722,Support,3.89,2020-11-12
2144,Eva,32,Chicago,47446,HR,4.54,2020-11-13
2145,Alice,49,Dallas,44725,Finance,3.46,2020-11-14
2146,Helen,56,San Diego,97632,Sales,1.52,2020-11-15
2147,Alice,23,New York,106945,Support,1.46,2020-11-16
2148,Eva,18,San Diego,113741,Support,1.19,2020-11-17
2149,Frank,64,Houston,56365,IT,3.27,2020-11-18
2150,Grace,40,Chicago,105792,HR,1.97,2020-11-19
2151,Alice,56,Dallas,104857,Marketing,3.94,2020-11-20
2152,Grace,34,Dallas,55704,Support,3.74,2020-11-21
2153,Alice,51,Phoenix,90575,Finance,2.27,2020-11-22
2154,Alice,58,Dallas,69902,IT,1.71,2020-11-23
2155,Helen,46,Chicago,41195,Support,1.41,2020-11-24
2156,David,26,Houston,93517,Support,3.95,2020-11-25
2157,David,30,Dallas,74012,IT,2.8,2020-11-26
2158,Charlie,23,Phoenix,51415,IT,2.29,2020-11-27
2159,Bob,23,Chicago,79534,Sales,4.43,2020-11-28
2160,Eva,37,New York,61686,Support,3.37,2020-11-29
2161,Eva,20,Los Angeles,117198,Marketing,3.07,2020-11-30
2162,Eva,34,Los Angeles,68743,Finance,3.97,2020-12-01
2163,Charlie,29,New York,72161,HR,4.26,2020-12-02
2164,David,64,San Diego,101313,HR,3.74,2020-12-03
2165,Frank,62,Dallas,42402,Marketing,2.76,2020-12-04
2166,Grace,18,Los Angeles,103190,IT,2.52,2020-12-05
2167,Helen,34,San Diego,92551,IT,4.09,2020-12-06
2168,Grace,20,Los Angeles,53275,IT,3.07,2020-12-07
2169,Frank,43,New York,68182,Support,3.82,2020-12-08
2170,Helen,32,Dallas,54915,IT,4.56,2020-12-09
2171,Charlie,53,Dallas,40909,IT,4.66,2020-12-10
2172,Frank,49,San Diego,105908,Support,2.11,2020-12-11
2173,Eva,49,New York,62620,Support,1.75,2020-12-12
2174,Bob,21,San Diego,74112,Marketing,2.05,2020-12-13
2175,Alice,35,Dallas,114051,Sales,4.01,2020-12-14
2176,Grace,36,Dallas,42431,Support,2.48,2020-12-15
2177,David,60,Chicago,102175,Finance,1.69,2020-12-16
2178,David,52,San Diego,72624,IT,1.39,2020-12-17
2179,Charlie,57,Chicago,116121,Sales,2.31,2020-12-18
2180,Helen,31,New York,101264,HR,1.54,2020-12-19
2181,David,50,Houston,71958,Marketing,1.63,2020-12-20
2182,Eva,31,Los Angeles,41695,Sales,3.74,2020-12-21
2183,Grace,51,Chicago,89932,Support,1.08,2020-12-22
2184,Frank,21,Los Angeles,84225,IT,1.47,2020-12-23
2185,Eva,41,Phoenix,41403,IT,4.38,2020-12-24
2186,Charlie,46,New York,114391,IT,4.38,2020-12-25
2187,Eva,36,Houston,78636,Sales,2.32,2020-12-26
2188,Frank,23,Phoenix,50839,IT,1.35,2020-12-27
2189,Bob,50,Phoenix,105546,Support,3.82,2020-12-28
2190,Charlie,57,Dallas,87829,Sales,2.44,2020-12-29
2191,Bob,36,Phoenix,49230,IT,1.18,2020-12-30
2192,Alice,18,New York,91977,HR,1.63,2020-12-31
2193,Bob,22,Chicago,80232,HR,1.55,2021-01-01
2194,Alice,44,New York,65651,Finance,3.36,2021-01-02
2195,Alice,33,Chicago,79963,IT,4.59,2021-01-03
2196,Bob,23,Phoenix,95872,IT,4.17,2021-01-04
2197,Charlie,57,Phoenix,119198,Sales,3.19,2021-01-05
2198,Helen,30,Houston,53739,Sales,2.69,2021-01-06
2199,Frank,52,Chicago,103294,IT,3.47,2021-01-07
2200,Eva,36,Phoenix,88356,Finance,2.78,2021-01-08
2201,Eva,29,Dallas,41789,IT,1.98,2021-01-09
2202,Frank,33,Los Angeles,59420,Support,3.72,2021-01-10
2203,Grace,60,Houston,77606,Sales,4.49,2021-01-11
2204,Grace,27,New York,78640,IT,2.49,2021-01-12
2205,Alice,42,Houston,84135,Sales,4.37,2021-01-13
2206,Alice,37,Los Angeles,77067,IT,2.72,2021-01-14
2207,Charlie,48,Chicago,98420,Marketing,2.61,2021-01-15
2208,David,21,New York,57357,Sales,1.11,2021-01-16
2209,Bob,61,New York,79851,Finance,3.78,2021-01-17
2210,Alice,40,Chicago,78262,Marketing,4.23,2021-01-18
2211,Eva,19,San Diego,116853,Support,3.65,2021-01-19
2212,Charlie,39,San Diego,98643,IT,1.61,2021-01-20
2213,Bob,54,Houston,61534,Support,1.41,2021-01-21
2214,Charlie,25,Phoenix,72872,Sales,3.29,2021-01-22
2215,Bob,24,San Diego,47689,Marketing,2.61,2021-01-23
2216,Bob,31,Houston,109103,Support,2.72,2021-01-24
2217,Frank,20,San Diego,77412,Finance,4.87,2021-01-25
2218,Alice,33,Los Angeles,87734,Sales,3.9,2021-01-26
2219,Helen,36,Dallas,109930,Marketing,2.65,2021-01-27
2220,Charlie,35,Phoenix,62228,Support,1.08,2021-01-28
2221,Helen,33,Houston,117924,Marketing,1.14,2021-01-29
2222,Charlie,25,Dallas,51319,Marketing,3.74,2021-01-30
2223,Frank,50,Dallas,46475,Support,4.35,2021-01-31
2224,Eva,29,San Diego,54728,HR,3.83,2021-02-01
2225,Helen,28,Chicago,69545,IT,2.62,2021-02-02
2226,Eva,22,Los Angeles,101756,Sales,1.12,2021-02-03
2227,Grace,44,Los Angeles,108775,Sales,4.87,2021-02-04
2228,Alice,29,Los Angeles,78699,Sales,4.95,2021-02-05
2229,Alice,34,Phoenix,76821,Marketing,3.2,2021-02-06
2230,David,23,New York,70615,Support,1.28,2021-02-07
2231,Frank,50,Phoenix,53746,IT,3.16,2021-02-08
2232,Eva,22,Houston,62745,Finance,4.57,2021-02-09
2233,Bob,45,Dallas,41245,Sales,3.72,2021-02-10
2234,Charlie,31,Dallas,64853,Support,3.88,2021-02-11
2235,Alice,22,New York,67632,IT,1.34,2021-02-12
2236,Helen,50,Houston,52856,IT,1.43,2021-02-13
2237,Charlie,58,New York,96893,HR,1.51,2021-02-14
2238,Charlie,36,Dallas,110641,Support,4.62,2021-02-15
2239,David,39,San Diego,108049,Sales,3.1,2021-02-16
2240,Eva,22,Phoenix,98182,Marketing,4.17,2021-02-17
2241,Alice,19,Los Angeles,42801,IT,1.46,2021-02-18
2242,Charlie,47,Dallas,119431,IT,4.71,2021-02-19
